Article ID,Article Title,User Name,Resolve?,Include,Country,Exposure_Route,Chemical,Exposure  Model - new,Exposure_Model,Known models,Analysis  Method,Programming / Statistical analysis,Data,Population study,scope of study,year_of_study,Notes,User Note,Title,Journal,Authors
91158459,Combining regional- and local-scale air quality models with exposure models for use in environmental health studies,graciela.lopezsoop,,TRUE,North America,Inhalation,"VOCs,Other",Mathematical model,Probabilistic,"other,SHEDS-multimedia EPA",model simulations,not reported,"GIS,Concentration",population analysis,human exposure (HE) estimates only,2009,,,Combining regional- and local-scale air quality models with exposure models for use in environmental health studies,J. Air Waste Manag. Assoc.,"Isakov, V.; Touma, J. S.; Burke, J.; Lobdell, D. T.; Palma, T.; Rosenbaum, A.; Ozkaynak, H."
91158461,"Estimated dietary exposure to pesticide residues based on organic and conventional data in omnivores, pesco-vegetarians, vegetarians and vegans",tom+ontox-api,,,EU,Oral,,,"Statistical,Deterministic",,,,,,,,,,"Estimated dietary exposure to pesticide residues based on organic and conventional data in omnivores, pesco-vegetarians, vegetarians and vegans",Food Chem. Toxicol.,"Baudry, J.; Rebouillat, P.; Alles, B.; Cravedi, J. P.; Touvier, M.; Hercberg, S.; Lairon, D.; Vidal, R.; Kesse-Guyot, E."
91158461,"Estimated dietary exposure to pesticide residues based on organic and conventional data in omnivores, pesco-vegetarians, vegetarians and vegans",trine.husoy,,TRUE,,,,,,,,,,,,,,,"Estimated dietary exposure to pesticide residues based on organic and conventional data in omnivores, pesco-vegetarians, vegetarians and vegans",Food Chem. Toxicol.,"Baudry, J.; Rebouillat, P.; Alles, B.; Cravedi, J. P.; Touvier, M.; Hercberg, S.; Lairon, D.; Vidal, R.; Kesse-Guyot, E."
91158461,"Estimated dietary exposure to pesticide residues based on organic and conventional data in omnivores, pesco-vegetarians, vegetarians and vegans",Maria.Kalyva,,TRUE,EU,Oral,Pesticide,Empirical equations,Deterministic,other,"statistical,deterministic","R,sas","Consumption,Frequency,Concentration",population analysis,human exposure (HE) estimates only,2021,Data:body weight,,"Estimated dietary exposure to pesticide residues based on organic and conventional data in omnivores, pesco-vegetarians, vegetarians and vegans",Food Chem. Toxicol.,"Baudry, J.; Rebouillat, P.; Alles, B.; Cravedi, J. P.; Touvier, M.; Hercberg, S.; Lairon, D.; Vidal, R.; Kesse-Guyot, E."
91158462,Human health risks associated with multipath exposure of groundwater nitrate and environmental friendly actions for quality improvement and sustainable management: A case study from Texvalley (Tiruppur region) of India,tom+ontox-api,,,Asia,"Oral,Dermal",,,"Statistical,Deterministic",,,,,,,,,,Human health risks associated with multipath exposure of groundwater nitrate and environmental friendly actions for quality improvement and sustainable management: A case study from Texvalley (Tiruppur region) of India,Chemosphere,"Karunanidhi, D.; Aravinthasamy, P.; Subramani, T.; Kumar, M."
91158462,Human health risks associated with multipath exposure of groundwater nitrate and environmental friendly actions for quality improvement and sustainable management: A case study from Texvalley (Tiruppur region) of India,trine.husoy,,TRUE,,,,,,,,,,,,,,,Human health risks associated with multipath exposure of groundwater nitrate and environmental friendly actions for quality improvement and sustainable management: A case study from Texvalley (Tiruppur region) of India,Chemosphere,"Karunanidhi, D.; Aravinthasamy, P.; Subramani, T.; Kumar, M."
91158462,Human health risks associated with multipath exposure of groundwater nitrate and environmental friendly actions for quality improvement and sustainable management: A case study from Texvalley (Tiruppur region) of India,Maria.Kalyva,,TRUE,Asia,"Oral,Dermal",Food additive,Empirical equations,Deterministic,,deterministic,not reported,"Concentration,Duration, Rate,Frequency,Factor",age groups,HE associated with risk assessment,2021,"Chemical:nitrate; Data:body weight, dermal absorption, area",,Human health risks associated with multipath exposure of groundwater nitrate and environmental friendly actions for quality improvement and sustainable management: A case study from Texvalley (Tiruppur region) of India,Chemosphere,"Karunanidhi, D.; Aravinthasamy, P.; Subramani, T.; Kumar, M."
91158463,Exposure assessment for dioxin-like PCBs intake from organic and conventional meat integrating cooking and digestion effects,tom+ontox-api,,,EU,Oral,,,Probabilistic,,,,,,,,,,Exposure assessment for dioxin-like PCBs intake from organic and conventional meat integrating cooking and digestion effects,Food Chem. Toxicol.,"Tressou, J.; Ben Abdallah, N.; Planche, C.; Dervilly-Pinel, G.; Sans, P.; Engel, E.; Albert, I."
91158463,Exposure assessment for dioxin-like PCBs intake from organic and conventional meat integrating cooking and digestion effects,trine.husoy,,TRUE,EU,Oral,Persistent,"Mathematical model,Script/Software",,other,statistical,,"Concentration,Consumption",population analysis,human exposure (HE) estimates only,2017,Chemical:polychlorinated biphenyls (PCB); Programming / Statistical analysis:OpenBUGS software; Data:body weight,,Exposure assessment for dioxin-like PCBs intake from organic and conventional meat integrating cooking and digestion effects,Food Chem. Toxicol.,"Tressou, J.; Ben Abdallah, N.; Planche, C.; Dervilly-Pinel, G.; Sans, P.; Engel, E.; Albert, I."
91158463,Exposure assessment for dioxin-like PCBs intake from organic and conventional meat integrating cooking and digestion effects,Maria.Kalyva,,TRUE,EU,Oral,Persistent,"Mathematical model,Script/Software",,,statistical,other,"Concentration,Consumption,Frequency",population analysis,human exposure (HE) estimates only,2017,,,Exposure assessment for dioxin-like PCBs intake from organic and conventional meat integrating cooking and digestion effects,Food Chem. Toxicol.,"Tressou, J.; Ben Abdallah, N.; Planche, C.; Dervilly-Pinel, G.; Sans, P.; Engel, E.; Albert, I."
91158464,Identification and determination of disinfection byproducts in chlorine-containing household cleansing products,tom+ontox-api,,,Asia,Inhalation,,,Deterministic,,,,,,,,,,Identification and determination of disinfection byproducts in chlorine-containing household cleansing products,Chemosphere,"Shin, H. S.; Lim, H. H."
91158464,Identification and determination of disinfection byproducts in chlorine-containing household cleansing products,trine.husoy,,TRUE,,,,,,,,,,,,,,,Identification and determination of disinfection byproducts in chlorine-containing household cleansing products,Chemosphere,"Shin, H. S.; Lim, H. H."
91158464,Identification and determination of disinfection byproducts in chlorine-containing household cleansing products,Maria.Kalyva,,TRUE,Asia,Inhalation,"VOCs, Disinfecting chemicals",Empirical equations,Deterministic,,deterministic,,"Concentration, Rate,Duration",individual,human exposure (HE) estimates only,2017,"Chemical:chloroform, carbon tetrachloride, di-,trichloroacetic acid; Data:body weight",,Identification and determination of disinfection byproducts in chlorine-containing household cleansing products,Chemosphere,"Shin, H. S.; Lim, H. H."
91158465,Estimation of some trace metal pollutants in River Atuwara southwestern Nigeria and spatio-temporal human health risks assessment,tom+ontox-api,,,Africa,"Inhalation,Dermal,Oral",,,"Deterministic,Statistical,Not determined",,,,,,,,,,Estimation of some trace metal pollutants in River Atuwara southwestern Nigeria and spatio-temporal human health risks assessment,Chemosphere,"Emenike, P. C.; Neris, J. B.; Tenebe, I. T.; Nnaji, C. C.; Jarvis, P."
91158465,Estimation of some trace metal pollutants in River Atuwara southwestern Nigeria and spatio-temporal human health risks assessment,trine.husoy,,TRUE,,,,,,,,,,,,,,,Estimation of some trace metal pollutants in River Atuwara southwestern Nigeria and spatio-temporal human health risks assessment,Chemosphere,"Emenike, P. C.; Neris, J. B.; Tenebe, I. T.; Nnaji, C. C.; Jarvis, P."
91158465,Estimation of some trace metal pollutants in River Atuwara southwestern Nigeria and spatio-temporal human health risks assessment,Maria.Kalyva,,TRUE,Africa,"Oral,Dermal",Metals,Empirical equations,"Deterministic,Statistical",,"deterministic,statistical",other,"Concentration,Frequency, Rate,Factor,Duration",population analysis,HE associated with risk assessment,2020,"Programming / Statistical analysis:GraphPad Prism software; Data:area, activity, dermal permeability, body weight, averaging time",,Estimation of some trace metal pollutants in River Atuwara southwestern Nigeria and spatio-temporal human health risks assessment,Chemosphere,"Emenike, P. C.; Neris, J. B.; Tenebe, I. T.; Nnaji, C. C.; Jarvis, P."
91158466,Longitudinal modelling of the exposure of young UK patients with PKU to acesulfame K and sucralose,tom+ontox-api,,,EU,Oral,,,"Probabilistic,Deterministic",,,,,,,,,,Longitudinal modelling of the exposure of young UK patients with PKU to acesulfame K and sucralose,Food Addit. Contam. Part A-Chem.,"O'Sullivan, A. J.; Pigat, S.; O'Mahony, C.; Gibney, M. J.; McKevitt, A. I."
91158466,Longitudinal modelling of the exposure of young UK patients with PKU to acesulfame K and sucralose,Maria.Kalyva,,TRUE,EU,Oral,Food additive,Script/Software,,other,probabilistic,not reported,"Concentration,Consumption,Amount",cohort,human exposure (HE) estimates only,2017,"Chemical:Artificial sweeteners (acesulfame, ansucralose); Known models:Creme Food Safety",,Longitudinal modelling of the exposure of young UK patients with PKU to acesulfame K and sucralose,Food Addit. Contam. Part A-Chem.,"O'Sullivan, A. J.; Pigat, S.; O'Mahony, C.; Gibney, M. J.; McKevitt, A. I."
91158466,Longitudinal modelling of the exposure of young UK patients with PKU to acesulfame K and sucralose,graciela.lopezsoop,,TRUE,EU,Oral,Food additive,Toolbox,,,probabilistic,not reported,"Amount,Consumption,Concentration",age groups,human exposure (HE) estimates only,,,,Longitudinal modelling of the exposure of young UK patients with PKU to acesulfame K and sucralose,Food Addit. Contam. Part A-Chem.,"O'Sullivan, A. J.; Pigat, S.; O'Mahony, C.; Gibney, M. J.; McKevitt, A. I."
91158467,Integration of time as a description parameter in risk characterisation: Application to methyl mercury,tom+ontox-api,,,EU,Oral,,,Probabilistic,,,,,,,,,,Integration of time as a description parameter in risk characterisation: Application to methyl mercury,Regul. Toxicol. Pharmacol.,"Verger, P.; Tressou, J.; Clemencon, S."
91158467,Integration of time as a description parameter in risk characterisation: Application to methyl mercury,trine.husoy,,TRUE,EU,Oral,"Persistent,Metals",Mathematical model,,other,probabilistic,,"Concentration,Consumption",population analysis,HE associated with risk assessment,2007,,,Integration of time as a description parameter in risk characterisation: Application to methyl mercury,Regul. Toxicol. Pharmacol.,"Verger, P.; Tressou, J.; Clemencon, S."
91158467,Integration of time as a description parameter in risk characterisation: Application to methyl mercury,Maria.Kalyva,,TRUE,EU,Oral,Persistent,Mathematical model,,other,probabilistic,Excel,"Concentration,Consumption",population analysis,HE associated with risk assessment,2007,"Chemical:methyl mercury; Known models:Kinetic Dietary Exposure Model; Data: time, body weight",,Integration of time as a description parameter in risk characterisation: Application to methyl mercury,Regul. Toxicol. Pharmacol.,"Verger, P.; Tressou, J.; Clemencon, S."
91158468,Phthalates in cosmetic and personal care products: concentrations and possible dermal exposure,tom+ontox-api,,,North America,Dermal,,,Deterministic,,,,,,,,,,Phthalates in cosmetic and personal care products: concentrations and possible dermal exposure,Environ. Res.,"Koniecki, D.; Wang, R.; Moody, R. P.; Zhu, J."
91158468,Phthalates in cosmetic and personal care products: concentrations and possible dermal exposure,Maria.Kalyva,,TRUE,North America,Dermal,Phthalates,Empirical equations,Deterministic,,deterministic,not reported,"Concentration,Frequency,Amount,Factor",age groups,human exposure (HE) estimates only,2008,"Data:absorption, body weight",,Phthalates in cosmetic and personal care products: concentrations and possible dermal exposure,Environ. Res.,"Koniecki, D.; Wang, R.; Moody, R. P.; Zhu, J."
91158468,Phthalates in cosmetic and personal care products: concentrations and possible dermal exposure,graciela.lopezsoop,,TRUE,North America,Dermal,Phthalates,Empirical equations,,,"equations,deterministic",not reported,"Concentration,Frequency,Amount",age groups,human exposure (HE) estimates only,2008,,,Phthalates in cosmetic and personal care products: concentrations and possible dermal exposure,Environ. Res.,"Koniecki, D.; Wang, R.; Moody, R. P.; Zhu, J."
91158469,A review of models for near-field exposure pathways of chemicals in consumer products,gunn.vist,,TRUE,,"Dermal,Oral,Inhalation","Metals,Persistent,Non-persistent,VOCs","Mathematical model,Toolbox",,SHEDS-multimedia EPA,"probabilistic,model simulations",not reported,"Concentration,Amount, Rate",population analysis,human exposure (HE) estimates only,,,,A review of models for near-field exposure pathways of chemicals in consumer products,Sci. Total Environ.,"Huang, L.; Ernstoff, A.; Fantke, P.; Csiszar, S. A.; Jolliet, O."
91158469,A review of models for near-field exposure pathways of chemicals in consumer products,tom+ontox-api,,,"North America,EU","Oral,Dermal,Inhalation",,,"Probabilistic,Deterministic,Statistical,Not determined",,,,,,,,,,A review of models for near-field exposure pathways of chemicals in consumer products,Sci. Total Environ.,"Huang, L.; Ernstoff, A.; Fantke, P.; Csiszar, S. A.; Jolliet, O."
91158469,A review of models for near-field exposure pathways of chemicals in consumer products,Maria.Kalyva,,TRUE,"North America,EU","Oral,Dermal,Inhalation","Metals,Persistent,Non-persistent,VOCs",Toolbox,,"SHEDS-multimedia EPA,ConsExpo RIVM,other","probabilistic,model simulations",,"Concentration, Rate,Amount,Consumption,Duration",population analysis,human exposure (HE) estimates only,2017,Known models:EFAST-CEM; Data:surface area,,A review of models for near-field exposure pathways of chemicals in consumer products,Sci. Total Environ.,"Huang, L.; Ernstoff, A.; Fantke, P.; Csiszar, S. A.; Jolliet, O."
91158470,A modeling framework for estimating children's residential exposure and dose to chlorpyrifos via dermal residue contact and nondietary ingestion,tom+ontox-api,,,North America,"Dermal,Oral",,,Probabilistic,,,,,,,,,,A modeling framework for estimating children's residential exposure and dose to chlorpyrifos via dermal residue contact and nondietary ingestion,Environ. Health Perspect.,"Zartarian, V. G.; Ozkaynak, H.; Burke, J. M.; Zufall, M. J.; Rigas, M. L.; Furtaw, E. J."
91158470,A modeling framework for estimating children's residential exposure and dose to chlorpyrifos via dermal residue contact and nondietary ingestion,Maria.Kalyva,,TRUE,North America,"Dermal,Oral",Pesticide,Mathematical model,Probabilistic,SHEDS-multimedia EPA,probabilistic,sas,"Frequency,Duration, Rate",age groups,human exposure (HE) estimates only,1999,"Data:area, activity, transfer/removal efficiency",,A modeling framework for estimating children's residential exposure and dose to chlorpyrifos via dermal residue contact and nondietary ingestion,Environ. Health Perspect.,"Zartarian, V. G.; Ozkaynak, H.; Burke, J. M.; Zufall, M. J.; Rigas, M. L.; Furtaw, E. J."
